loan_number,customer_id,created_at,createdat_id,last_modified_date,last_modified_date_id,application_state,credit_limit,disbursable_amount,is_top_up,loan_amount,commencement_date,commencement_date_id,due_date,due_date_id,request_balance
2604300015375,MFS00008708,2026-04-30 10:35:20.633,20260430,2026-04-30 12:17:15.321,20260430,PROCESSED,10449.00,9570.00,f,10449.00,2026-04-30,20260430,2026-05-25 12:17:11.587,20260525,11233.00
2604300015381,MFS00015444,2026-04-30 11:16:55.886,20260430,2026-04-30 11:29:47.71,20260430,PROCESSED,18500.00,16487.00,f,18000.00,2026-04-30,20260430,2026-05-25 11:29:39.07,20260525,19350.00
2604300015382,MFS00013123,2026-04-30 11:27:05.16,20260430,2026-04-30 11:42:09.509,20260430,PROCESSED,10425.00,9159.00,f,10000.00,2026-04-30,20260430,2026-05-25 11:42:03.798,20260525,10750.00
2604300015383,MFS00008726,2026-04-30 11:42:51.583,20260430,2026-04-30 12:09:24.176,20260430,PROCESSED,3722.00,3388.00,f,3700.00,2026-04-30,20260430,2026-05-25 12:09:17.94,20260525,3978.00
2606300021106,MFS00016764,2026-06-30 01:26:36.619,20260630,2026-06-30 01:26:36.861,20260630,EXISTING_LOAN_IN_DEFAULT,NaN,NaN,f,2500.00,2026-06-30,20260630,,,NaN
2604300015384,MFS00010975,2026-04-30 11:43:22.273,20260430,2026-04-30 19:29:23.827,20260430,PROCESSED,7087.00,4579.00,f,5000.00,2026-04-30,20260430,2026-05-25 19:29:22.87,20260525,5375.00
2605310018128,MFS00015156,2026-05-31 18:13:23.012,20260531,2026-05-31 18:16:28.003,20260531,UNKNOWN,18500.00,16487.00,f,18000.00,2026-05-31,20260531,2026-06-25 18:16:27.112,20260625,19350.00
2606260020347,MFS00015962,2026-06-26 16:04:13.294,20260626,2026-06-26 16:06:37.604,20260626,PROCESSED,55500.00,16945.00,f,18500.00,2026-06-26,20260626,2026-07-25 16:06:36.831,20260725,19888.00
2607270022822,MFS00015856,2026-07-27 11:20:12.422,20260727,2026-07-27 11:23:34.387,20260727,PROCESSED,48700.00,29311.00,f,32000.00,2026-07-27,20260727,2026-09-25 11:23:33.553,20260925,36800.00
2606300021116,MFS00017154,2026-06-30 07:53:13.335,20260630,2026-06-30 07:53:47.097,20260630,PROCESSED,55500.00,9159.00,f,10000.00,2026-06-30,20260630,2026-07-25 07:53:46.197,20260725,10750.00
2606300021122,MFS00017202,2026-06-30 09:27:27.415,20260630,2026-06-30 09:29:48.564,20260630,PROCESSED,55500.00,10991.00,f,12000.00,2026-06-30,20260630,2026-07-25 09:29:47.681,20260725,12900.00
2606290021103,MFS00009586,2026-06-29 23:04:59.77,20260629,2026-06-29 23:05:51.969,20260629,PROCESSED,9120.00,2784.00,f,3040.00,2026-06-29,20260629,2026-07-25 23:05:51.173,20260725,3268.00
2606300021109,MFS00016409,2026-06-30 04:55:58.504,20260630,2026-06-30 04:58:09.688,20260630,PROCESSED,55500.00,16487.00,f,18000.00,2026-06-30,20260630,2026-07-25 04:58:08.875,20260725,19350.00
2606300021107,MFS00008532,2026-06-30 01:59:40.234,20260630,2026-06-30 02:00:07.915,20260630,PROCESSED,55500.00,915.00,f,1000.00,2026-06-30,20260630,2026-07-25 02:00:07.089,20260725,1075.00
2606300021104,MFS00016764,2026-06-30 00:21:26.045,20260630,2026-06-30 00:21:26.31,20260630,EXISTING_LOAN_IN_DEFAULT,NaN,NaN,f,1000.00,2026-06-30,20260630,,,NaN
2606300021111,MFS00016018,2026-06-30 06:00:38.964,20260630,2026-06-30 06:04:11.492,20260630,PROCESSED,55500.00,14655.00,f,16000.00,2026-06-30,20260630,2026-07-25 06:04:10.412,20260725,17200.00
2606300021114,MFS00010975,2026-06-30 07:12:36.493,20260630,2026-06-30 09:41:23.742,20260630,EXPIRED,14004.00,8550.00,f,9336.00,2026-06-30,20260630,,,NaN
2606300021105,MFS00007548,2026-06-30 00:31:32.262,20260630,2026-06-30 00:36:27.562,20260630,PROCESSED,60000.00,18319.00,f,20000.00,2026-06-30,20260630,2026-07-25 00:36:26.753,20260725,21500.00
2606300021113,MFS00017197,2026-06-30 07:03:04.74,20260630,2026-06-30 07:04:34.366,20260630,PROCESSED,60000.00,18319.00,f,20000.00,2026-06-30,20260630,2026-07-25 07:04:33.583,20260725,21500.00
2606300021110,MFS00017196,2026-06-30 05:45:37.637,20260630,2026-06-30 05:46:13.294,20260630,PROCESSED,55500.00,9159.00,f,10000.00,2026-06-30,20260630,2026-07-25 05:46:12.342,20260725,10750.00
2606300021108,MFS00017195,2026-06-30 03:21:27.268,20260630,2026-06-30 03:21:54.656,20260630,PROCESSED,60000.00,15571.00,f,17000.00,2026-06-30,20260630,2026-07-25 03:21:53.883,20260725,18275.00
2606300021115,MFS00017076,2026-06-30 07:34:43.891,20260630,2026-06-30 07:36:06.838,20260630,PROCESSED,55500.00,5037.00,f,5500.00,2026-06-30,20260630,2026-07-25 07:36:06.016,20260725,5913.00
2606300021112,MFS00009855,2026-06-30 06:30:37.928,20260630,2026-06-30 06:43:27.062,20260630,PROCESSED,60000.00,38959.00,f,40000.00,2026-06-30,20260630,2026-08-25 06:43:26.453,20260825,46000.00
2606300021117,MFS00017199,2026-06-30 09:04:26.748,20260630,2026-06-30 09:09:12.668,20260630,PROCESSED,55500.00,9159.00,f,10000.00,2026-06-30,20260630,2026-07-25 09:09:11.992,20260725,10750.00
2606300021118,MFS00017200,2026-06-30 09:13:55.459,20260630,2026-06-30 09:16:59.216,20260630,PROCESSED,55500.00,36037.00,f,37000.00,2026-06-30,20260630,2026-08-25 09:16:58.509,20260825,42550.00
2606300021125,MFS00016005,2026-06-30 09:46:23.581,20260630,2026-06-30 09:48:29.369,20260630,PROCESSED,55500.00,16945.00,f,18500.00,2026-06-30,20260630,2026-07-25 09:48:28.175,20260725,19888.00
2606300021119,MFS00014727,2026-06-30 09:14:51.738,20260630,2026-06-30 09:18:43.951,20260630,PROCESSED,54714.00,10991.00,f,12000.00,2026-06-30,20260630,2026-07-25 09:18:43.119,20260725,12900.00
2606300021120,MFS00016434,2026-06-30 09:22:17.913,20260630,2026-06-30 09:22:45.278,20260630,PROCESSED,55500.00,9159.00,f,10000.00,2026-06-30,20260630,2026-07-25 09:22:44.513,20260725,10750.00
2606300021124,MFS00005452,2026-06-30 09:46:08.587,20260630,2026-06-30 09:49:03.271,20260630,PROCESSED,11505.00,3114.00,f,3400.00,2026-06-30,20260630,2026-07-25 09:49:02.263,20260725,3655.00
2606300021126,MFS00016793,2026-06-30 09:48:29.429,20260630,2026-06-30 09:51:10.642,20260630,PROCESSED,55500.00,3663.00,f,4000.00,2026-06-30,20260630,2026-07-25 09:51:09.879,20260725,4300.00
2606300021127,MFS00017181,2026-06-30 09:51:22.477,20260630,2026-06-30 09:53:22.265,20260630,PROCESSED,33489.00,10075.00,f,11000.00,2026-06-30,20260630,2026-07-25 09:53:21.515,20260725,11825.00
2606300021121,MFS00015874,2026-06-30 09:23:21.17,20260630,2026-06-30 10:06:33.616,20260630,PROCESSED,55500.00,3205.00,f,3500.00,2026-06-30,20260630,2026-08-25 10:06:32.301,20260825,4026.00
2604280015145,MFS00009363,2026-04-28 00:07:26.142,20260428,2026-04-30 14:36:49.829,20260430,EXPIRED,9566.00,8761.00,f,9566.00,2026-04-28,20260428,,,NaN
2604300015393,MFS00002980,2026-04-30 14:02:26.37,20260430,2026-04-30 14:11:45.053,20260430,PROCESSED,20000.00,18319.00,f,20000.00,2026-04-30,20260430,2026-05-25 14:11:42.592,20260525,21500.00
2604300015388,MFS00015614,2026-04-30 12:37:01.756,20260430,2026-04-30 12:49:11.279,20260430,PROCESSED,18500.00,9617.00,f,10500.00,2026-04-30,20260430,2026-05-25 12:49:10.241,20260525,11288.00
2604300015385,MFS00007540,2026-04-30 12:06:58.553,20260430,2026-04-30 12:18:58.447,20260430,PROCESSED,2660.00,2289.00,f,2500.00,2026-04-30,20260430,2026-05-25 12:18:54.84,20260525,2688.00
2604300015391,MFS00012019,2026-04-30 13:23:21.976,20260430,2026-04-30 13:31:47.505,20260430,PROCESSED,1183.00,1080.00,f,1180.00,2026-04-30,20260430,2026-05-25 13:31:46.303,20260525,1269.00
2604300015386,MFS00013238,2026-04-30 12:11:57.062,20260430,2026-04-30 12:33:32.136,20260430,PROCESSED,3943.00,3297.00,f,3600.00,2026-04-30,20260430,2026-05-25 12:33:28.37,20260525,3870.00
2604300015400,MFS00015321,2026-04-30 15:10:54.952,20260430,2026-04-30 15:13:39.828,20260430,PROCESSED,20000.00,18319.00,f,20000.00,2026-04-30,20260430,2026-05-25 15:13:38.788,20260525,21500.00
2604300015394,MFS00002234,2026-04-30 14:12:52.309,20260430,2026-04-30 14:18:46.054,20260430,PROCESSED,1997.00,1648.00,f,1800.00,2026-04-30,20260430,2026-05-25 14:18:44.862,20260525,1935.00
2604300015406,MFS00008829,2026-04-30 15:50:41.477,20260430,2026-04-30 15:52:59.479,20260430,PROCESSED,18832.00,13739.00,f,15000.00,2026-04-30,20260430,2026-05-25 15:52:58.568,20260525,16125.00
2604300015387,MFS00010339,2026-04-30 12:33:18.313,20260430,2026-04-30 12:45:35.323,20260430,PROCESSED,10285.00,9420.00,f,10285.00,2026-04-30,20260430,2026-05-25 12:45:29.77,20260525,11057.00
2604300015392,MFS00002062,2026-04-30 13:35:50.158,20260430,2026-04-30 13:38:13.43,20260430,PROCESSED,9341.00,8555.00,f,9341.00,2026-04-30,20260430,2026-05-25 13:38:12.488,20260525,10042.00
2604300015390,MFS00002028,2026-04-30 12:57:41.125,20260430,2026-04-30 12:59:24.257,20260430,PROCESSED,7251.00,6595.00,f,7200.00,2026-04-30,20260430,2026-05-25 12:59:22.881,20260525,7740.00
2604300015389,MFS00015717,2026-04-30 12:57:00.63,20260430,2026-04-30 12:59:50.849,20260430,PROCESSED,18500.00,12365.00,f,13500.00,2026-04-30,20260430,2026-05-25 12:59:49.758,20260525,14513.00
2604300015395,MFS00002617,2026-04-30 14:25:52.475,20260430,2026-04-30 14:28:33.727,20260430,PROCESSED,20000.00,18319.00,f,20000.00,2026-04-30,20260430,2026-05-25 14:28:32.686,20260525,21500.00
2604300015399,MFS00002424,2026-04-30 15:02:03.997,20260430,2026-04-30 15:04:25.228,20260430,PROCESSED,12610.00,6411.00,f,7000.00,2026-04-30,20260430,2026-05-25 15:04:24.046,20260525,7525.00
2604300015397,MFS00007753,2026-04-30 14:31:44.51,20260430,2026-04-30 14:34:32.757,20260430,PROCESSED,11195.00,10075.00,f,11000.00,2026-04-30,20260430,2026-05-25 14:34:31.602,20260525,11825.00
2604300015401,MFS00015698,2026-04-30 15:11:59.731,20260430,2026-04-30 15:18:43.109,20260430,PROCESSED,18500.00,2747.00,f,3000.00,2026-04-30,20260430,2026-05-25 15:18:42.077,20260525,3225.00
2604300015398,MFS00014236,2026-04-30 14:32:55.666,20260430,2026-04-30 14:34:42.319,20260430,PROCESSED,3377.00,3092.00,f,3377.00,2026-04-30,20260430,2026-05-25 14:34:41.326,20260525,3631.00
2604300015402,MFS00015728,2026-04-30 15:17:11.616,20260430,2026-04-30 15:20:23.644,20260430,PROCESSED,2719.00,2472.00,f,2700.00,2026-04-30,20260430,2026-05-25 15:20:22.659,20260525,2903.00
2604300015407,MFS00003919,2026-04-30 16:04:58.402,20260430,2026-04-30 16:05:31.741,20260430,PROCESSED,20000.00,915.00,f,1000.00,2026-04-30,20260430,2026-05-25 16:05:30.765,20260525,1075.00
2604300015396,MFS00015167,2026-04-30 14:26:34.105,20260430,2026-04-30 16:17:04.035,20260430,PROCESSED,8679.00,7327.00,f,8000.00,2026-04-30,20260430,2026-05-25 16:17:03.087,20260525,8600.00
2604300015403,MFS00015727,2026-04-30 15:18:16.462,20260430,2026-04-30 15:21:26.217,20260430,PROCESSED,18500.00,5953.00,f,6500.00,2026-04-30,20260430,2026-05-25 15:21:25.284,20260525,6988.00
2604300015404,MFS00008135,2026-04-30 15:21:02.716,20260430,2026-04-30 15:43:08.882,20260430,PROCESSED,12254.00,10991.00,f,12000.00,2026-04-30,20260430,2026-05-25 15:43:08.139,20260525,12900.00
2604300015408,MFS00014331,2026-04-30 16:18:44.865,20260430,2026-04-30 16:25:30.729,20260430,PROCESSED,1899.00,1648.00,f,1800.00,2026-04-30,20260430,2026-05-25 16:25:29.585,20260525,1935.00
2604300015409,MFS00015462,2026-04-30 16:31:30.771,20260430,2026-04-30 16:33:36.919,20260430,PROCESSED,18500.00,16487.00,f,18000.00,2026-04-30,20260430,2026-05-25 16:33:35.885,20260525,19350.00
2604300015410,MFS00015721,2026-04-30 16:32:27.032,20260430,2026-04-30 16:37:47.892,20260430,PROCESSED,2889.00,2637.00,f,2880.00,2026-04-30,20260430,2026-05-25 16:37:46.66,20260525,3096.00
2604300015405,MFS00001813,2026-04-30 15:37:35.107,20260430,2026-05-02 07:36:13.043,20260502,PROCESSED,12512.00,9159.00,f,10000.00,2026-04-30,20260430,2026-05-25 07:36:11.7,20260525,10750.00
2604300015411,MFS00013983,2026-04-30 16:39:50.017,20260430,2026-04-30 16:41:17.512,20260430,PROCESSED,11997.00,3663.00,f,4000.00,2026-04-30,20260430,2026-05-25 16:41:16.552,20260525,4300.00
2605310018129,MFS00015849,2026-05-31 18:14:18.588,20260531,2026-05-31 18:17:52.926,20260531,PROCESSED,18500.00,2106.00,f,2300.00,2026-05-31,20260531,2026-06-25 18:17:52.014,20260625,2473.00
2606260020348,MFS00015907,2026-06-26 16:05:21.603,20260626,2026-06-26 16:05:58.688,20260626,PROCESSED,55500.00,1831.00,f,2000.00,2026-06-26,20260626,2026-07-25 16:05:57.944,20260725,2150.00
2607270022806,MFS00017199,2026-07-27 11:14:40.675,20260727,2026-07-27 11:21:42.674,20260727,PROCESSED,48700.00,16945.00,f,18500.00,2026-07-27,20260727,2026-08-25 11:21:41.289,20260825,19888.00
2607270022823,MFS00017222,2026-07-27 11:20:13.771,20260727,2026-07-27 11:34:34.469,20260727,PROCESSED,48700.00,31600.00,f,34500.00,2026-07-27,20260727,2026-09-25 11:34:33.463,20260925,39676.00
2509050003884,MFS00002159,2025-09-05 18:22:30.143,20250905,2025-09-08 13:34:38.305,20250908,EXPIRED,4127.00,3780.00,f,4127.00,2025-09-05,20250905,,,NaN
2607280023623,MFS00015752,2026-07-28 18:56:09.436,20260728,2026-07-28 18:58:45.905,20260728,PROCESSED,58500.00,4579.00,f,5000.00,2026-07-28,20260728,2026-08-25 18:58:45.153,20260825,5375.00
2607280023614,MFS00013397,2026-07-28 18:15:12.328,20260728,2026-07-30 13:22:00.383,20260730,PROCESSED,6600.00,3847.00,f,4200.00,2026-07-28,20260728,2026-09-25 13:22:00.117,20260925,4830.00
2606260020349,MFS00016132,2026-06-26 16:06:01.11,20260626,2026-06-26 16:14:02.177,20260626,PROCESSED,55500.00,16945.00,f,18500.00,2026-06-26,20260626,2026-07-25 16:14:00.987,20260725,19888.00
2607280023615,MFS00005293,2026-07-28 18:17:13.891,20260728,2026-07-28 18:19:39.023,20260728,PROCESSED,38700.00,25097.00,f,27400.00,2026-07-28,20260728,2026-09-25 18:19:38.137,20260925,31510.00
2607280023613,MFS00016387,2026-07-28 18:09:27.992,20260728,2026-07-28 18:09:53.405,20260728,PROCESSED,5400.00,3480.00,f,3800.00,2026-07-28,20260728,2026-09-25 18:09:52.435,20260925,4370.00
2607280023624,MFS00015924,2026-07-28 18:56:56.488,20260728,2026-07-28 18:59:36.292,20260728,PROCESSED,58500.00,16945.00,f,18500.00,2026-07-28,20260728,2026-08-25 18:59:35.141,20260825,19888.00
2606300021123,MFS00010265,2026-06-30 09:27:58.819,20260630,2026-06-30 09:56:46.571,20260630,PROCESSED,27588.00,5495.00,f,6000.00,2026-06-30,20260630,2026-07-25 09:56:45.736,20260725,6450.00
2606300021128,MFS00017201,2026-06-30 09:55:29.583,20260630,2026-06-30 09:57:45.206,20260630,PROCESSED,51858.00,33672.00,f,34572.00,2026-06-30,20260630,2026-08-25 09:57:44.521,20260825,39758.00
2607280023626,MFS00016436,2026-07-28 19:06:14.988,20260728,2026-07-28 19:06:56.13,20260728,PROCESSED,56200.00,15113.00,f,16500.00,2026-07-28,20260728,2026-08-25 19:06:54.558,20260825,17738.00
2607280023621,MFS00016761,2026-07-28 18:42:32.692,20260728,2026-07-28 18:44:48.223,20260728,PROCESSED,55200.00,18319.00,f,20000.00,2026-07-28,20260728,2026-09-25 18:44:47.163,20260925,23000.00
2607280023616,MFS00015995,2026-07-28 18:25:54.467,20260728,2026-07-28 18:26:24.545,20260728,PROCESSED,58500.00,16945.00,f,18500.00,2026-07-28,20260728,2026-08-25 18:26:23.785,20260825,19888.00
2607280023620,MFS00016201,2026-07-28 18:38:58.574,20260728,2026-07-28 18:49:16.608,20260728,PROCESSED,58500.00,5953.00,f,6500.00,2026-07-28,20260728,2026-08-25 18:49:15.753,20260825,6988.00
2607280023611,MFS00016911,2026-07-28 18:02:47.947,20260728,2026-07-28 18:50:24.568,20260728,PROCESSED,58500.00,2747.00,f,3000.00,2026-07-28,20260728,2026-08-25 18:50:23.38,20260825,3225.00
2607280023617,MFS00016654,2026-07-28 18:32:59.107,20260728,2026-07-28 18:42:28.369,20260728,PROCESSED,51400.00,16487.00,f,18000.00,2026-07-28,20260728,2026-08-25 18:42:27.534,20260825,19350.00
2607280023627,MFS00014051,2026-07-28 19:11:58.56,20260728,2026-07-28 19:15:33.217,20260728,PROCESSED,60000.00,18319.00,f,20000.00,2026-07-28,20260728,2026-08-25 19:15:32.453,20260825,21500.00
2607280023622,MFS00008351,2026-07-28 18:54:29.875,20260728,2026-07-28 18:57:29.736,20260728,PROCESSED,30700.00,19968.00,f,21800.00,2026-07-28,20260728,2026-09-25 18:57:28.884,20260925,25070.00
2607280023619,MFS00015529,2026-07-28 18:38:23.32,20260728,2026-07-28 20:01:25.967,20260728,PROCESSED,16000.00,9983.00,f,10900.00,2026-07-28,20260728,2026-09-25 20:01:24.996,20260925,12536.00
2607280023625,MFS00017010,2026-07-28 19:04:32.903,20260728,2026-07-28 19:05:15.099,20260728,PROCESSED,56100.00,7785.00,f,8500.00,2026-07-28,20260728,2026-09-25 19:05:14.265,20260925,9776.00
2607280023628,,2026-07-28 19:18:56.408,20260728,2026-07-28 19:19:37.626,20260728,PROCESSED,60000.00,22899.00,f,25000.00,2026-07-28,20260728,2026-09-25 19:19:36.699,20260925,28750.00
2607280023629,MFS00016126,2026-07-28 19:21:47.114,20260728,2026-07-28 19:24:31.925,20260728,PROCESSED,28200.00,14655.00,f,16000.00,2026-07-28,20260728,2026-09-25 19:24:30.87,20260925,18400.00
2607280023630,MFS00002928,2026-07-28 19:34:36.089,20260728,2026-07-28 19:37:18.802,20260728,PROCESSED,12200.00,7968.00,f,8700.00,2026-07-28,20260728,2026-09-25 19:37:18.151,20260925,10006.00
2607280023618,MFS00008201,2026-07-28 18:37:21.299,20260728,2026-07-31 10:33:24.627,20260731,PROCESSED,17800.00,10075.00,f,11000.00,2026-07-28,20260728,2026-09-25 10:33:24.24,20260925,12650.00
2604300015419,MFS00004489,2026-04-30 18:21:05.601,20260430,2026-04-30 18:25:21.989,20260430,PROCESSED,17503.00,16031.00,f,17503.00,2026-04-30,20260430,2026-05-25 18:25:20.968,20260525,18816.00
2607270022808,MFS00015467,2026-07-27 11:15:02.999,20260727,2026-07-27 11:20:47.591,20260727,PROCESSED,48700.00,16945.00,f,18500.00,2026-07-27,20260727,2026-08-25 11:20:46.804,20260825,19888.00
2604300015415,MFS00004476,2026-04-30 17:12:16.556,20260430,2026-04-30 17:15:21.071,20260430,PROCESSED,18912.00,13739.00,f,15000.00,2026-04-30,20260430,2026-05-25 17:15:20.069,20260525,16125.00
2604300015417,MFS00010623,2026-04-30 17:39:19.297,20260430,2026-05-06 19:57:14.15,20260506,EXPIRED,5165.00,4579.00,f,5000.00,2026-04-30,20260430,,,NaN
2604300015412,MFS00006338,2026-04-30 16:42:16.579,20260430,2026-04-30 16:44:24.771,20260430,PROCESSED,12784.00,3663.00,f,4000.00,2026-04-30,20260430,2026-05-25 16:44:23.655,20260525,4300.00
2604300015418,MFS00012456,2026-04-30 17:53:10.124,20260430,2026-04-30 17:58:39.093,20260430,PROCESSED,17677.00,16029.00,f,17500.00,2026-04-30,20260430,2026-05-25 17:58:37.814,20260525,18813.00
2604300015429,MFS00015733,2026-04-30 20:23:38.882,20260430,2026-04-30 20:25:28.478,20260430,PROCESSED,18500.00,16945.00,f,18500.00,2026-04-30,20260430,2026-05-25 20:25:27.545,20260525,19888.00
2604300015413,MFS00006214,2026-04-30 16:48:06.224,20260430,2026-04-30 16:50:11.547,20260430,PROCESSED,18500.00,10533.00,f,11500.00,2026-04-30,20260430,2026-05-25 16:50:10.605,20260525,12363.00
2604300015416,MFS00004946,2026-04-30 17:35:34.965,20260430,2026-04-30 17:36:01.646,20260430,PROCESSED,15338.00,14048.00,f,15338.00,2026-04-30,20260430,2026-05-25 17:36:00.525,20260525,16489.00
2604300015425,MFS00008906,2026-04-30 18:42:31.116,20260430,2026-04-30 18:47:01.424,20260430,PROCESSED,18500.00,16487.00,f,18000.00,2026-04-30,20260430,2026-05-25 18:47:00.49,20260525,19350.00
2604300015414,MFS00015703,2026-04-30 17:00:48.449,20260430,2026-04-30 17:04:40.419,20260430,PROCESSED,18500.00,13739.00,f,15000.00,2026-04-30,20260430,2026-05-25 17:04:39.498,20260525,16125.00
